sample,fastq_1,fastq_2,strandedness
17-00290-4,/home/summer/Documents/test_analysis/17-00290-4_S12_R1_001.fastq.gz,/home/summer/Documents/test_analysis/17-00290-4_S12_R2_001.fastq.gz,

